ProductID,ProductName,BrandID,SubcategoryID,Model,Color,LaunchDate,ProductStatus,StandardCost,ListPrice,IsDeleted,CreatedAt,ModifiedAt
P0166,Tornado Coffee Machine TOR-122-166,21,122,TOR-122-166,Gray,2023-12-23,Seasonal,1930.97,2550.00,0,2023-12-23 09:00:00,2025-03-17 09:00:00
P0167,LG Vacuum Cleaner LG-123-167,13,123,LG-123-167,Red,2023-02-01,Active,11663.35,15370.00,0,2023-02-01 09:00:00,2023-09-10 09:00:00
P0168,Beko Iron BEK-124-168,19,124,BEK-124-168,Green,2021-10-17,Active,2910.29,3840.00,0,2021-10-17 09:00:00,2021-11-27 09:00:00
P0169,HP Laptop HP-101-169,3,101,HP-101-169,Blue,2021-03-25,Active,47543.05,60080.00,0,2021-03-25 09:00:00,2022-04-11 09:00:00
P0170,ASUS Monitor ASU-102-170,11,102,ASU-102-170,Gold,2021-02-01,Active,14009.12,19350.00,0,2021-02-01 09:00:00,2021-11-13 09:00:00
P0171,Lenovo Storage LEN-103-171,1,103,LEN-103-171,Silver,2022-12-24,Active,5148.70,6540.00,0,2022-12-24 09:00:00,2024-04-30 09:00:00
P0172,ASUS Networking ASU-104-172,11,104,ASU-104-172,Gray,2026-01-18,Active,12931.93,14790.00,0,2026-01-18 09:00:00,2026-04-16 09:00:00
P0173,realme Smartphone REA-105-173,8,105,REA-105-173,Blue,2023-01-04,Active,6863.07,8300.00,0,2023-01-04 09:00:00,2023-05-29 09:00:00
P0174,Apple Tablet APP-106-174,4,106,APP-106-174,Blue,2021-08-31,Active,27362.44,33720.00,0,2021-08-31 09:00:00,2021-10-13 09:00:00
P0175,realme Smartwatche REA-107-175,8,107,REA-107-175,Green,2023-01-01,Active,9159.60,10980.00,0,2023-01-01 09:00:00,2023-02-09 09:00:00
P0176,Honor Feature Phone HON-108-176,10,108,HON-108-176,Silver,2025-07-21,Active,1111.55,1490.00,0,2025-07-21 09:00:00,2025-10-21 09:00:00
P0177,LG Refrigerator LG-109-177,13,109,LG-109-177,White,2021-06-24,Active,61603.41,78000.00,0,2021-06-24 09:00:00,2023-01-31 09:00:00
P0178,LG Washing Machine LG-110-178,13,110,LG-110-178,Blue,2021-08-24,Active,34993.47,46820.00,0,2021-08-24 09:00:00,2021-10-25 09:00:00
P0179,LG Air Conditioner LG-111-179,13,111,LG-111-179,Silver,2022-03-04,Active,30914.01,43740.00,0,2022-03-04 09:00:00,2022-08-21 09:00:00
P0180,Philips Cooker PHI-112-180,17,112,PHI-112-180,Black,2022-02-04,Active,6926.06,9270.00,0,2022-02-04 09:00:00,2022-04-30 09:00:00
P0181,TCL Television TCL-113-181,15,113,TCL-113-181,Gold,2023-06-19,Active,28725.42,36480.00,0,2023-06-19 09:00:00,2023-06-22 09:00:00
P0182,Samsung Sound System SAM-114-182,5,114,SAM-114-182,Red,2022-11-21,Active,12151.11,16740.00,0,2022-11-21 09:00:00,2023-12-24 09:00:00
P0183,Hisense Gaming HIS-115-183,16,115,HIS-115-183,Green,2025-01-30,Active,11884.69,16490.00,0,2025-01-30 09:00:00,2026-05-02 09:00:00
P0184,TCL Streaming Device TCL-116-184,15,116,TCL-116-184,White,2026-02-28,Seasonal,6052.19,8560.00,0,2026-02-28 09:00:00,2026-04-04 09:00:00
P0185,Baseus Keyboards & Mice BAS-117-185,27,117,BAS-117-185,Red,2021-04-18,Active,3645.45,4250.00,0,2021-04-18 09:00:00,2022-08-29 09:00:00
P0186,Logitech Headphone LOG-118-186,25,118,LOG-118-186,Gray,2023-12-07,Seasonal,9275.05,12710.00,0,2023-12-07 09:00:00,2024-01-04 09:00:00
P0187,TP-Link Chargers & Cable TP--119-187,28,119,TP--119-187,White,2022-05-05,Active,621.32,820.00,0,2022-05-05 09:00:00,2024-04-09 09:00:00
P0188,SanDisk Bags & Case SAN-120-188,30,120,SAN-120-188,Green,2023-01-28,Active,4045.64,4880.00,0,2023-01-28 09:00:00,2024-11-09 09:00:00
P0189,Fresh Blender FRE-121-189,20,121,FRE-121-189,Green,2022-01-30,Active,710.51,920.00,0,2022-01-30 09:00:00,2023-06-17 09:00:00
P0190,Bosch Coffee Machine BOS-122-190,18,122,BOS-122-190,Blue,2022-09-09,Active,18243.87,21920.00,0,2022-09-09 09:00:00,2024-11-20 09:00:00
P0191,Midea Vacuum Cleaner MID-123-191,22,123,MID-123-191,Black,2022-07-23,Active,17858.97,22250.00,0,2022-07-23 09:00:00,2023-06-06 09:00:00
P0192,Philips Iron PHI-124-192,17,124,PHI-124-192,Blue,2022-10-23,Active,1026.88,1350.00,0,2022-10-23 09:00:00,2024-10-31 09:00:00
P0193,HP Laptop HP-101-193,3,101,HP-101-193,Red,2023-09-18,Active,27706.89,35950.00,0,2023-09-18 09:00:00,2024-03-31 09:00:00
P0194,HP Monitor HP-102-194,3,102,HP-102-194,Green,2022-08-09,Active,23080.12,27070.00,0,2022-08-09 09:00:00,2024-05-12 09:00:00
P0195,HP Storage HP-103-195,3,103,HP-103-195,Silver,2022-01-15,Active,5452.64,6860.00,0,2022-01-15 09:00:00,2023-04-05 09:00:00
P0196,Lenovo Networking LEN-104-196,1,104,LEN-104-196,Red,2022-01-04,Active,1948.28,2230.00,0,2022-01-04 09:00:00,2023-12-06 09:00:00
P0197,OPPO Smartphone OPP-105-197,7,105,OPP-105-197,Red,2023-08-22,Active,11398.18,13610.00,0,2023-08-22 09:00:00,2023-11-13 09:00:00
P0198,Samsung Tablet SAM-106-198,5,106,SAM-106-198,Blue,2023-05-26,Active,32856.75,42630.00,0,2023-05-26 09:00:00,2024-04-12 09:00:00
P0199,Apple Smartwatche APP-107-199,4,107,APP-107-199,Red,2025-05-28,Active,13132.43,16190.00,0,2025-05-28 09:00:00,2026-07-14 09:00:00
P0200,OPPO Feature Phone OPP-108-200,7,108,OPP-108-200,White,2021-10-09,Active,690.96,960.00,0,2021-10-09 09:00:00,2022-09-06 09:00:00
P0201,LG Refrigerator LG-109-201,13,109,LG-109-201,Gray,2024-07-23,Active,56901.60,66550.00,0,2024-07-23 09:00:00,2025-08-25 09:00:00
P0202,Beko Washing Machine BEK-110-202,19,110,BEK-110-202,Green,2025-01-04,Active,12013.14,16020.00,0,2025-01-04 09:00:00,2025-08-30 09:00:00
P0203,Tornado Air Conditioner TOR-111-203,21,111,TOR-111-203,Green,2025-11-21,Active,28700.03,38870.00,0,2025-11-21 09:00:00,2026-04-13 09:00:00
P0204,Fresh Cooker FRE-112-204,20,112,FRE-112-204,Red,2025-06-13,Active,28664.70,35300.00,0,2025-06-13 09:00:00,2026-06-17 09:00:00
P0205,Sony Television SON-113-205,14,113,SON-113-205,Red,2021-04-09,Active,51346.37,64070.00,0,2021-04-09 09:00:00,2023-05-09 09:00:00
P0206,Samsung Sound System SAM-114-206,5,114,SAM-114-206,Black,2024-01-10,Active,26302.36,31710.00,0,2024-01-10 09:00:00,2025-03-12 09:00:00
P0207,LG Gaming LG-115-207,13,115,LG-115-207,Gold,2023-07-29,Active,38655.91,53510.00,0,2023-07-29 09:00:00,2024-01-30 09:00:00
P0208,TCL Streaming Device TCL-116-208,15,116,TCL-116-208,Blue,2021-11-08,Active,4597.91,6460.00,0,2021-11-08 09:00:00,2023-07-03 09:00:00
P0209,TP-Link Keyboards & Mice TP--117-209,28,117,TP--117-209,White,2022-10-04,Active,1373.07,1580.00,0,2022-10-04 09:00:00,2023-05-17 09:00:00
P0210,Baseus Headphone BAS-118-210,27,118,BAS-118-210,Green,2021-08-16,Active,7143.82,9910.00,0,2021-08-16 09:00:00,2023-03-18 09:00:00
P0211,Kingston Chargers & Cable KIN-119-211,29,119,KIN-119-211,Silver,2022-08-27,Active,3478.28,4470.00,0,2022-08-27 09:00:00,2022-11-07 09:00:00
P0212,SanDisk Bags & Case SAN-120-212,30,120,SAN-120-212,Green,2024-06-02,Active,169.37,240.00,0,2024-06-02 09:00:00,2024-07-20 09:00:00
P0213,Midea Blender MID-121-213,22,121,MID-121-213,White,2024-01-12,Active,2433.50,3090.00,0,2024-01-12 09:00:00,2024-08-30 09:00:00
P0214,Beko Coffee Machine BEK-122-214,19,122,BEK-122-214,Red,2026-03-14,Active,13254.11,15160.00,0,2026-03-14 09:00:00,2026-04-04 09:00:00
P0215,Philips Vacuum Cleaner PHI-123-215,17,123,PHI-123-215,Gold,2023-04-20,Active,14776.78,16970.00,0,2023-04-20 09:00:00,2025-01-23 09:00:00
P0216,Fresh Iron FRE-124-216,20,124,FRE-124-216,Blue,2023-05-04,Active,1884.49,2480.00,0,2023-05-04 09:00:00,2023-10-11 09:00:00
P0217,HP Laptop HP-101-217,3,101,HP-101-217,White,2023-01-14,Active,33936.92,39460.00,0,2023-01-14 09:00:00,2024-02-24 09:00:00
P0218,ASUS Monitor ASU-102-218,11,102,ASU-102-218,Gray,2025-06-14,Active,7763.62,9410.00,0,2025-06-14 09:00:00,2025-08-16 09:00:00
P0219,HP Storage HP-103-219,3,103,HP-103-219,Gray,2024-11-12,Active,8298.60,10750.00,0,2024-11-12 09:00:00,2024-11-29 09:00:00
P0220,Dell Networking DEL-104-220,2,104,DEL-104-220,Silver,2025-12-11,Active,11072.99,15510.00,0,2025-12-11 09:00:00,2026-06-24 09:00:00
P0221,OPPO Smartphone OPP-105-221,7,105,OPP-105-221,Red,2025-07-16,Active,46046.02,63300.00,0,2025-07-16 09:00:00,2025-07-19 09:00:00
P0222,Honor Tablet HON-106-222,10,106,HON-106-222,Red,2025-08-12,Active,30448.46,36520.00,0,2025-08-12 09:00:00,2026-02-20 09:00:00
P0223,Apple Smartwatche APP-107-223,4,107,APP-107-223,Gold,2023-07-16,Active,6377.30,8990.00,0,2023-07-16 09:00:00,2025-11-21 09:00:00
P0224,OPPO Feature Phone OPP-108-224,7,108,OPP-108-224,White,2023-07-02,Active,1121.17,1520.00,0,2023-07-02 09:00:00,2024-01-30 09:00:00
P0225,Beko Refrigerator BEK-109-225,19,109,BEK-109-225,Gray,2023-08-25,Active,43347.53,54500.00,0,2023-08-25 09:00:00,2024-12-14 09:00:00
P0226,Bosch Washing Machine BOS-110-226,18,110,BOS-110-226,Blue,2023-03-19,Active,37819.61,44950.00,0,2023-03-19 09:00:00,2023-04-09 09:00:00
P0227,Fresh Air Conditioner FRE-111-227,20,111,FRE-111-227,Gold,2026-02-28,Active,16756.00,19330.00,0,2026-02-28 09:00:00,2026-06-27 09:00:00
P0228,LG Cooker LG-112-228,13,112,LG-112-228,Blue,2023-04-02,Active,16152.77,20260.00,0,2023-04-02 09:00:00,2025-02-15 09:00:00
P0229,TCL Television TCL-113-229,15,113,TCL-113-229,Gray,2024-01-05,Active,60149.21,72830.00,0,2024-01-05 09:00:00,2025-08-20 09:00:00
P0230,LG Sound System LG-114-230,13,114,LG-114-230,Red,2025-10-24,Active,9229.92,13150.00,0,2025-10-24 09:00:00,2025-10-30 09:00:00
P0231,TCL Gaming TCL-115-231,15,115,TCL-115-231,Green,2021-01-16,Active,27038.95,36640.00,0,2021-01-16 09:00:00,2022-09-13 09:00:00
P0232,TCL Streaming Device TCL-116-232,15,116,TCL-116-232,Red,2022-10-21,Discontinued,4696.30,5880.00,0,2022-10-21 09:00:00,2024-04-02 09:00:00
P0233,JBL Keyboards & Mice JBL-117-233,24,117,JBL-117-233,Red,2023-03-15,Active,4308.42,4920.00,0,2023-03-15 09:00:00,2024-02-17 09:00:00
P0234,TP-Link Headphone TP--118-234,28,118,TP--118-234,Red,2022-10-11,Active,7779.06,9690.00,0,2022-10-11 09:00:00,2022-12-05 09:00:00
P0235,Logitech Chargers & Cable LOG-119-235,25,119,LOG-119-235,Blue,2021-11-30,Active,2227.98,2940.00,0,2021-11-30 09:00:00,2022-09-26 09:00:00
P0236,Anker Bags & Case ANK-120-236,26,120,ANK-120-236,Red,2023-04-11,Discontinued,1220.76,1560.00,0,2023-04-11 09:00:00,2024-01-26 09:00:00
P0237,Bosch Blender BOS-121-237,18,121,BOS-121-237,Gold,2024-10-03,Active,6536.49,7570.00,0,2024-10-03 09:00:00,2025-06-28 09:00:00
P0238,Philips Coffee Machine PHI-122-238,17,122,PHI-122-238,Black,2025-06-14,Active,11249.46,13050.00,0,2025-06-14 09:00:00,2026-04-22 09:00:00
P0239,Tornado Vacuum Cleaner TOR-123-239,21,123,TOR-123-239,Red,2025-01-15,Active,19595.45,26380.00,0,2025-01-15 09:00:00,2026-04-29 09:00:00
P0240,Tornado Iron TOR-124-240,21,124,TOR-124-240,Red,2021-04-08,Active,4240.68,5290.00,0,2021-04-08 09:00:00,2021-10-24 09:00:00
P0241,Dell Laptop DEL-101-241,2,101,DEL-101-241,Black,2023-06-08,Active,60613.55,76950.00,0,2023-06-08 09:00:00,2025-03-20 09:00:00
P0242,HP Monitor HP-102-242,3,102,HP-102-242,Green,2022-08-31,Active,11264.61,14910.00,0,2022-08-31 09:00:00,2024-07-02 09:00:00
P0243,Acer Storage ACE-103-243,12,103,ACE-103-243,Silver,2022-10-18,Active,7275.01,9990.00,0,2022-10-18 09:00:00,2024-11-15 09:00:00
P0244,ASUS Networking ASU-104-244,11,104,ASU-104-244,Gray,2021-11-28,Active,3331.35,4310.00,0,2021-11-28 09:00:00,2024-04-11 09:00:00
P0245,realme Smartphone REA-105-245,8,105,REA-105-245,Black,2022-10-06,Active,11704.30,15730.00,0,2022-10-06 09:00:00,2024-12-03 09:00:00
P0246,Samsung Tablet SAM-106-246,5,106,SAM-106-246,Blue,2022-02-17,Active,8995.17,11630.00,0,2022-02-17 09:00:00,2023-08-05 09:00:00
P0247,Samsung Smartwatche SAM-107-247,5,107,SAM-107-247,Silver,2024-09-13,Active,8478.39,10970.00,0,2024-09-13 09:00:00,2024-10-04 09:00:00
P0248,Samsung Feature Phone SAM-108-248,5,108,SAM-108-248,Black,2021-07-17,Active,2213.17,3100.00,0,2021-07-17 09:00:00,2021-12-20 09:00:00
P0249,Bosch Refrigerator BOS-109-249,18,109,BOS-109-249,Gray,2024-09-03,Active,47447.61,55220.00,0,2024-09-03 09:00:00,2025-07-16 09:00:00
P0250,Bosch Washing Machine BOS-110-250,18,110,BOS-110-250,Black,2023-07-02,Active,37519.37,51470.00,0,2023-07-02 09:00:00,2025-10-08 09:00:00
P0251,Philips Air Conditioner PHI-111-251,17,111,PHI-111-251,White,2021-07-12,Active,30098.32,36580.00,0,2021-07-12 09:00:00,2022-02-06 09:00:00
P0252,Midea Cooker MID-112-252,22,112,MID-112-252,Gold,2021-10-25,Active,16156.17,19220.00,0,2021-10-25 09:00:00,2022-07-02 09:00:00
P0253,Hisense Television HIS-113-253,16,113,HIS-113-253,Green,2025-04-14,Active,43384.46,56250.00,0,2025-04-14 09:00:00,2025-08-11 09:00:00
P0254,JBL Sound System JBL-114-254,24,114,JBL-114-254,Black,2022-12-26,Active,35791.95,42530.00,0,2022-12-26 09:00:00,2024-10-23 09:00:00
P0255,JBL Gaming JBL-115-255,24,115,JBL-115-255,Silver,2022-09-14,Active,24429.11,33980.00,0,2022-09-14 09:00:00,2023-03-23 09:00:00
P0256,TCL Streaming Device TCL-116-256,15,116,TCL-116-256,Blue,2025-06-05,Active,3503.78,4750.00,0,2025-06-05 09:00:00,2025-08-15 09:00:00
P0257,Logitech Keyboards & Mice LOG-117-257,25,117,LOG-117-257,Gray,2025-06-23,Active,1145.57,1350.00,0,2025-06-23 09:00:00,2026-01-03 09:00:00
P0258,Logitech Headphone LOG-118-258,25,118,LOG-118-258,Red,2021-05-30,Active,8336.14,11430.00,0,2021-05-30 09:00:00,2021-06-29 09:00:00
P0259,JBL Chargers & Cable JBL-119-259,24,119,JBL-119-259,Red,2021-05-03,Active,384.22,520.00,0,2021-05-03 09:00:00,2021-10-28 09:00:00
P0260,Kingston Bags & Case KIN-120-260,29,120,KIN-120-260,Blue,2021-02-20,Active,3056.47,4160.00,0,2021-02-20 09:00:00,2023-07-24 09:00:00
P0261,Midea Blender MID-121-261,22,121,MID-121-261,Green,2022-10-21,Active,3609.71,4890.00,0,2022-10-21 09:00:00,2025-02-11 09:00:00
P0262,Philips Coffee Machine PHI-122-262,17,122,PHI-122-262,Green,2021-05-22,Active,15279.95,21420.00,0,2021-05-22 09:00:00,2023-02-14 09:00:00
P0263,Philips Vacuum Cleaner PHI-123-263,17,123,PHI-123-263,Gold,2021-03-05,Active,5302.67,6840.00,0,2021-03-05 09:00:00,2022-07-22 09:00:00
P0264,Tornado Iron TOR-124-264,21,124,TOR-124-264,Black,2025-06-10,Active,953.47,1090.00,0,2025-06-10 09:00:00,2026-04-04 09:00:00
P0265,Acer Laptop ACE-101-265,12,101,ACE-101-265,Black,2025-12-22,Active,59961.36,71710.00,0,2025-12-22 09:00:00,2026-06-19 09:00:00
P0266,Dell Monitor DEL-102-266,2,102,DEL-102-266,Green,2022-09-14,Active,20118.47,26040.00,0,2022-09-14 09:00:00,2023-12-11 09:00:00
P0267,Dell Storage DEL-103-267,2,103,DEL-103-267,Green,2025-03-24,Active,2742.37,3690.00,0,2025-03-24 09:00:00,2025-06-29 09:00:00
P0268,Acer Networking ACE-104-268,12,104,ACE-104-268,Gray,2024-07-22,Active,6793.16,8210.00,0,2024-07-22 09:00:00,2025-05-24 09:00:00
P0269,realme Smartphone REA-105-269,8,105,REA-105-269,Black,2023-04-07,Active,16998.29,20740.00,0,2023-04-07 09:00:00,2024-02-07 09:00:00
P0270,Honor Tablet HON-106-270,10,106,HON-106-270,Red,2022-11-21,Active,28661.19,34740.00,0,2022-11-21 09:00:00,2023-12-24 09:00:00
P0271,realme Smartwatche REA-107-271,8,107,REA-107-271,Black,2021-08-25,Active,15372.21,19760.00,0,2021-08-25 09:00:00,2021-12-03 09:00:00
P0272,Apple Feature Phone APP-108-272,4,108,APP-108-272,Blue,2022-08-13,Active,1718.13,2140.00,0,2022-08-13 09:00:00,2022-12-02 09:00:00
P0273,LG Refrigerator LG-109-273,13,109,LG-109-273,Gray,2022-11-11,Active,16002.29,19530.00,0,2022-11-11 09:00:00,2023-11-12 09:00:00
P0274,Tornado Washing Machine TOR-110-274,21,110,TOR-110-274,Gold,2022-09-22,Active,18635.95,25980.00,0,2022-09-22 09:00:00,2022-11-14 09:00:00
P0275,Beko Air Conditioner BEK-111-275,19,111,BEK-111-275,Gray,2023-07-03,Active,45286.20,51660.00,0,2023-07-03 09:00:00,2024-10-05 09:00:00
P0276,Beko Cooker BEK-112-276,19,112,BEK-112-276,Green,2022-07-20,Active,28482.14,34840.00,0,2022-07-20 09:00:00,2022-08-25 09:00:00
P0277,TCL Television TCL-113-277,15,113,TCL-113-277,Black,2021-08-27,Active,49706.64,63370.00,0,2021-08-27 09:00:00,2023-03-31 09:00:00
P0278,Samsung Sound System SAM-114-278,5,114,SAM-114-278,White,2022-09-07,Discontinued,5082.32,6680.00,0,2022-09-07 09:00:00,2023-04-27 09:00:00
P0279,JBL Gaming JBL-115-279,24,115,JBL-115-279,White,2022-06-12,Active,15027.74,20510.00,0,2022-06-12 09:00:00,2023-08-04 09:00:00
P0280,TCL Streaming Device TCL-116-280,15,116,TCL-116-280,Black,2024-02-02,Active,4746.33,5730.00,0,2024-02-02 09:00:00,2024-12-20 09:00:00
P0281,Anker Keyboards & Mice ANK-117-281,26,117,ANK-117-281,Gold,2025-03-22,Active,3255.12,4260.00,0,2025-03-22 09:00:00,2025-09-11 09:00:00
P0282,Anker Headphone ANK-118-282,26,118,ANK-118-282,Red,2024-10-01,Active,2960.36,4010.00,0,2024-10-01 09:00:00,2025-03-20 09:00:00
P0283,Baseus Chargers & Cable BAS-119-283,27,119,BAS-119-283,Black,2023-03-04,Active,380.15,480.00,0,2023-03-04 09:00:00,2025-08-19 09:00:00
P0284,Anker Bags & Case ANK-120-284,26,120,ANK-120-284,White,2023-09-13,Active,2834.90,3570.00,0,2023-09-13 09:00:00,2024-10-26 09:00:00
P0285,Beko Blender BEK-121-285,19,121,BEK-121-285,Green,2022-09-23,Active,1886.21,2410.00,0,2022-09-23 09:00:00,2024-01-20 09:00:00
P0286,Panasonic Coffee Machine PAN-122-286,23,122,PAN-122-286,Silver,2025-07-08,Active,12168.06,16050.00,0,2025-07-08 09:00:00,2025-10-08 09:00:00
P0287,Bosch Vacuum Cleaner BOS-123-287,18,123,BOS-123-287,Red,2025-12-07,Active,6790.43,8710.00,0,2025-12-07 09:00:00,2026-04-07 09:00:00
P0288,Fresh Iron FRE-124-288,20,124,FRE-124-288,Green,2022-08-31,Active,2153.51,2790.00,0,2022-08-31 09:00:00,2024-07-08 09:00:00
P0289,Dell Laptop DEL-101-289,2,101,DEL-101-289,Blue,2025-04-26,Active,25872.07,32720.00,0,2025-04-26 09:00:00,2025-06-17 09:00:00
P0290,Acer Monitor ACE-102-290,12,102,ACE-102-290,Silver,2021-12-04,Active,3761.01,5270.00,0,2021-12-04 09:00:00,2024-01-29 09:00:00
P0291,Lenovo Storage LEN-103-291,1,103,LEN-103-291,Black,2021-11-18,Active,4482.06,5290.00,0,2021-11-18 09:00:00,2024-04-10 09:00:00
P0292,Dell Networking DEL-104-292,2,104,DEL-104-292,Gray,2025-03-17,Active,9866.59,11960.00,0,2025-03-17 09:00:00,2025-09-26 09:00:00
P0293,realme Smartphone REA-105-293,8,105,REA-105-293,Black,2024-02-27,Seasonal,22493.70,30940.00,0,2024-02-27 09:00:00,2025-04-06 09:00:00
P0294,OPPO Tablet OPP-106-294,7,106,OPP-106-294,White,2026-01-26,Active,16500.18,20340.00,0,2026-01-26 09:00:00,2026-03-05 09:00:00
P0295,Samsung Smartwatche SAM-107-295,5,107,SAM-107-295,Gray,2021-12-18,Discontinued,15710.25,21450.00,0,2021-12-18 09:00:00,2022-06-08 09:00:00
P0296,realme Feature Phone REA-108-296,8,108,REA-108-296,Gray,2023-04-26,Active,1673.69,1990.00,0,2023-04-26 09:00:00,2023-06-01 09:00:00
P0297,Tornado Refrigerator TOR-109-297,21,109,TOR-109-297,Red,2025-08-13,Active,55961.42,67490.00,0,2025-08-13 09:00:00,2026-06-12 09:00:00
P0298,Philips Washing Machine PHI-110-298,17,110,PHI-110-298,Red,2025-07-17,Active,11339.02,13440.00,0,2025-07-17 09:00:00,2026-05-20 09:00:00
P0299,Midea Air Conditioner MID-111-299,22,111,MID-111-299,Gray,2021-10-07,Active,41235.09,54240.00,0,2021-10-07 09:00:00,2023-12-06 09:00:00
P0300,Bosch Cooker BOS-112-300,18,112,BOS-112-300,Silver,2022-01-11,Active,22883.41,30870.00,0,2022-01-11 09:00:00,2022-10-29 09:00:00
P0301,LG Television LG-113-301,13,113,LG-113-301,Black,2025-08-20,Active,61323.49,71440.00,0,2025-08-20 09:00:00,2026-05-31 09:00:00
P0302,Samsung Sound System SAM-114-302,5,114,SAM-114-302,Red,2025-11-30,Active,38426.11,44590.00,0,2025-11-30 09:00:00,2025-12-19 09:00:00
P0303,Hisense Gaming HIS-115-303,16,115,HIS-115-303,Black,2022-03-28,Active,11523.70,14850.00,0,2022-03-28 09:00:00,2023-11-13 09:00:00
P0304,Sony Streaming Device SON-116-304,14,116,SON-116-304,Silver,2021-01-03,Active,5684.81,7570.00,0,2021-01-03 09:00:00,2021-09-26 09:00:00
P0305,Kingston Keyboards & Mice KIN-117-305,29,117,KIN-117-305,Red,2021-07-13,Active,3155.80,3770.00,0,2021-07-13 09:00:00,2023-03-21 09:00:00
P0306,JBL Headphone JBL-118-306,24,118,JBL-118-306,Black,2025-12-05,Active,4447.77,5940.00,0,2025-12-05 09:00:00,2025-12-19 09:00:00
P0307,JBL Chargers & Cable JBL-119-307,24,119,JBL-119-307,Gray,2022-01-27,Discontinued,3515.79,4220.00,0,2022-01-27 09:00:00,2024-03-03 09:00:00
P0308,Baseus Bags & Case BAS-120-308,27,120,BAS-120-308,Gold,2024-07-15,Active,904.02,1150.00,0,2024-07-15 09:00:00,2025-02-26 09:00:00
P0309,Midea Blender MID-121-309,22,121,MID-121-309,Gold,2024-01-08,Active,4697.40,5480.00,0,2024-01-08 09:00:00,2025-05-03 09:00:00
P0310,Tornado Coffee Machine TOR-122-310,21,122,TOR-122-310,Green,2024-07-29,Active,9808.31,11210.00,0,2024-07-29 09:00:00,2025-09-01 09:00:00
P0311,Bosch Vacuum Cleaner BOS-123-311,18,123,BOS-123-311,Black,2021-06-06,Active,14243.28,18880.00,0,2021-06-06 09:00:00,2021-12-05 09:00:00
P0312,Philips Iron PHI-124-312,17,124,PHI-124-312,Blue,2025-10-28,Active,693.45,950.00,0,2025-10-28 09:00:00,2026-07-05 09:00:00
P0313,ASUS Laptop ASU-101-313,11,101,ASU-101-313,Black,2021-12-18,Active,48319.82,57140.00,0,2021-12-18 09:00:00,2024-05-12 09:00:00
P0314,ASUS Monitor ASU-102-314,11,102,ASU-102-314,Gold,2022-03-08,Active,9915.61,13690.00,0,2022-03-08 09:00:00,2024-05-05 09:00:00
P0315,ASUS Storage ASU-103-315,11,103,ASU-103-315,Red,2024-04-26,Active,1784.64,2320.00,0,2024-04-26 09:00:00,2026-03-25 09:00:00
P0316,Dell Networking DEL-104-316,2,104,DEL-104-316,Silver,2022-09-12,Active,9093.09,10450.00,0,2022-09-12 09:00:00,2024-10-25 09:00:00
P0317,Honor Smartphone HON-105-317,10,105,HON-105-317,Gray,2024-05-30,Active,48239.73,68860.00,0,2024-05-30 09:00:00,2025-08-25 09:00:00
P0318,Huawei Tablet HUA-106-318,9,106,HUA-106-318,White,2023-07-25,Active,35320.54,40540.00,0,2023-07-25 09:00:00,2025-11-07 09:00:00
P0319,Huawei Smartwatche HUA-107-319,9,107,HUA-107-319,Green,2022-10-24,Active,10345.23,12790.00,0,2022-10-24 09:00:00,2023-07-12 09:00:00
P0320,Huawei Feature Phone HUA-108-320,9,108,HUA-108-320,Blue,2022-05-26,Active,2331.62,3280.00,0,2022-05-26 09:00:00,2023-11-25 09:00:00
